,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome,Attrition
390,382,38.0,Travel_Rarely,322.0,Sales,7.0,2.0,Medical,1.0,1.0,Female,44.0,4.0,2.0,Sales Executive,1.0,Divorced,5605.0,19191.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0,67260.0,No
391,2044,50.0,Travel_Frequently,878.0,Sales,1.0,4.0,Life Sciences,1.0,2.0,Male,94.0,3.0,2.0,Sales Executive,3.0,Divorced,6728.0,14255.0,7.0,Y,No,12.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,6.0,3.0,0.0,1.0,80736.0,Yes
392,776,52.0,Travel_Rarely,621.0,Sales,3.0,4.0,Marketing,1.0,3.0,Male,31.0,2.0,4.0,Manager,1.0,Married,16856.0,10084.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,34.0,3.0,4.0,34.0,6.0,1.0,16.0,202272.0,No
393,1658,34.0,Travel_Rarely,1130.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Female,66.0,3.0,2.0,Research Scientist,2.0,Divorced,5433.0,19332.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,65196.0,No
394,910,33.0,Travel_Rarely,1075.0,Human Resources,3.0,2.0,Human Resources,1.0,4.0,Male,57.0,3.0,1.0,Human Resources,2.0,Divorced,2277.0,22650.0,3.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0,27324.0,No
395,1834,28.0,Travel_Rarely,1217.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Married,3591.0,12719.0,1.0,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,43092.0,No
396,1100,35.0,Travel_Rarely,1204.0,Sales,4.0,3.0,Technical Degree,1.0,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,9582.0,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,114984.0,Yes
397,949,36.0,Travel_Rarely,188.0,Research & Development,7.0,4.0,Other,1.0,2.0,Male,65.0,3.0,1.0,Research Scientist,4.0,Single,4678.0,23293.0,2.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,56136.0,No
398,1754,30.0,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,3088.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,7.0,85680.0,No
399,916,28.0,Travel_Rarely,821.0,Sales,5.0,4.0,Medical,1.0,1.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Single,4908.0,24252.0,1.0,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,58896.0,No
400,1138,49.0,Travel_Rarely,174.0,Sales,8.0,4.0,Technical Degree,1.0,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,157440.0,No
401,143,25.0,Travel_Rarely,1280.0,Research & Development,7.0,1.0,Medical,1.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,26897.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,34668.0,No
402,544,45.0,Travel_Rarely,192.0,Research & Development,10.0,2.0,Life Sciences,1.0,1.0,Male,69.0,3.0,1.0,Research Scientist,4.0,Married,2654.0,9655.0,3.0,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,31848.0,No
403,524,31.0,Travel_Rarely,480.0,Research & Development,7.0,2.0,Medical,1.0,2.0,Female,31.0,3.0,2.0,Manufacturing Director,1.0,Married,4306.0,4156.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,51672.0,No
404,1277,45.0,Travel_Rarely,1449.0,Sales,2.0,3.0,Marketing,1.0,1.0,Female,94.0,1.0,5.0,Manager,2.0,Single,18824.0,2493.0,2.0,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,11.0,225888.0,Yes
405,1137,35.0,Travel_Frequently,1182.0,Sales,11.0,2.0,Marketing,1.0,4.0,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,4968.0,18500.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,59616.0,No
406,1583,38.0,Travel_Rarely,437.0,Sales,16.0,3.0,Life Sciences,1.0,2.0,Female,90.0,3.0,2.0,Sales Executive,2.0,Single,4198.0,16379.0,2.0,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,50376.0,No
407,1283,59.0,Travel_Rarely,1429.0,Research & Development,18.0,4.0,Medical,1.0,4.0,Male,67.0,3.0,3.0,Manufacturing Director,4.0,Single,10512.0,20002.0,6.0,Y,No,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,126144.0,No
408,12,38.0,Travel_Frequently,216.0,Research & Development,23.0,3.0,Life Sciences,1.0,4.0,Male,44.0,2.0,3.0,Manufacturing Director,3.0,Single,9526.0,8787.0,0.0,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,8.0,114312.0,No
409,823,36.0,Travel_Rarely,676.0,Research & Development,1.0,3.0,Other,1.0,3.0,Female,35.0,3.0,2.0,Manufacturing Director,2.0,Married,5228.0,23361.0,0.0,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,0.0,5.0,62736.0,No
410,112,56.0,Travel_Rarely,1400.0,Research & Development,7.0,3.0,Life Sciences,1.0,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,Y,No,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,87120.0,No
411,581,31.0,Travel_Rarely,1274.0,Research & Development,9.0,1.0,Life Sciences,1.0,3.0,Male,33.0,3.0,3.0,Manufacturing Director,2.0,Divorced,10648.0,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,127776.0,No
412,1912,31.0,Travel_Rarely,1079.0,Sales,10.0,2.0,Medical,1.0,3.0,Female,86.0,3.0,2.0,Sales Executive,4.0,Divorced,6583.0,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,78996.0,No
413,1022,48.0,Travel_Rarely,277.0,Research & Development,6.0,3.0,Life Sciences,1.0,1.0,Male,97.0,2.0,2.0,Healthcare Representative,3.0,Single,4240.0,13119.0,2.0,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,50880.0,No
414,197,30.0,Travel_Rarely,201.0,Research & Development,5.0,3.0,Technical Degree,1.0,4.0,Female,84.0,3.0,1.0,Research Scientist,1.0,Divorced,3204.0,10415.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,38448.0,No
415,1827,47.0,Travel_Rarely,1001.0,Research & Development,4.0,3.0,Life Sciences,1.0,3.0,Female,92.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10333.0,19271.0,8.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0,123996.0,No
416,1525,39.0,Travel_Rarely,1089.0,Research & Development,6.0,3.0,Life Sciences,1.0,2.0,Female,32.0,3.0,3.0,Manufacturing Director,2.0,Single,8376.0,9150.0,4.0,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,100512.0,No
417,1329,41.0,Non-Travel,256.0,Sales,10.0,2.0,Medical,1.0,3.0,Male,40.0,1.0,2.0,Sales Executive,2.0,Single,6151.0,22074.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,19.0,4.0,3.0,19.0,2.0,11.0,9.0,73812.0,No
418,1712,45.0,Non-Travel,1238.0,Research & Development,1.0,1.0,Life Sciences,1.0,3.0,Male,74.0,2.0,3.0,Healthcare Representative,3.0,Married,10748.0,3395.0,3.0,Y,No,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,128976.0,No
419,1927,28.0,Travel_Frequently,783.0,Sales,1.0,2.0,Life Sciences,1.0,3.0,Male,42.0,2.0,2.0,Sales Executive,4.0,Married,6834.0,19255.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,82008.0,No
420,30,21.0,Travel_Rarely,391.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,96.0,3.0,1.0,Research Scientist,4.0,Single,1232.0,19281.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14784.0,No
421,1346,40.0,Travel_Rarely,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,22455.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,55932.0,No
422,862,53.0,Travel_Rarely,661.0,Sales,7.0,2.0,Marketing,1.0,1.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10934.0,20715.0,7.0,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,131208.0,No
423,2062,39.0,Travel_Rarely,613.0,Research & Development,6.0,1.0,Medical,1.0,4.0,Male,42.0,2.0,3.0,Healthcare Representative,1.0,Married,9991.0,21457.0,4.0,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7.0,119892.0,No
424,1529,35.0,Travel_Rarely,1029.0,Research & Development,16.0,3.0,Life Sciences,1.0,4.0,Female,91.0,2.0,3.0,Healthcare Representative,2.0,Single,8606.0,21195.0,1.0,Y,No,19.0,3.0,4.0,80.0,0.0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,103272.0,No
425,2010,32.0,Travel_Rarely,267.0,Research & Development,29.0,4.0,Life Sciences,1.0,3.0,Female,49.0,2.0,1.0,Laboratory Technician,2.0,Single,2837.0,15919.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,34044.0,No
426,333,32.0,Non-Travel,976.0,Sales,26.0,4.0,Marketing,1.0,3.0,Male,100.0,3.0,2.0,Sales Executive,4.0,Married,4465.0,12069.0,0.0,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,53580.0,No
427,1938,58.0,Travel_Rarely,605.0,Sales,21.0,3.0,Life Sciences,1.0,4.0,Female,72.0,3.0,4.0,Manager,4.0,Married,17875.0,11761.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,214500.0,No
428,1018,26.0,Travel_Rarely,1066.0,Research & Development,2.0,2.0,Medical,1.0,4.0,Male,32.0,4.0,2.0,Manufacturing Director,4.0,Married,5472.0,3334.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,65664.0,No
429,842,55.0,Travel_Rarely,436.0,Sales,2.0,1.0,Medical,1.0,3.0,Male,37.0,3.0,2.0,Sales Executive,4.0,Single,5160.0,21519.0,4.0,Y,No,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,7.0,7.0,3.0,61920.0,Yes
430,749,29.0,Travel_Rarely,1396.0,Sales,10.0,3.0,Life Sciences,1.0,3.0,Male,99.0,3.0,1.0,Sales Representative,3.0,Single,2642.0,2755.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,31704.0,No
431,206,45.0,Travel_Rarely,194.0,Research & Development,9.0,3.0,Life Sciences,1.0,2.0,Male,60.0,3.0,2.0,Laboratory Technician,2.0,Divorced,2348.0,10901.0,8.0,Y,No,18.0,3.0,3.0,80.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0,28176.0,No
432,1971,43.0,Travel_Rarely,574.0,Research & Development,11.0,3.0,Life Sciences,1.0,1.0,Male,30.0,3.0,3.0,Healthcare Representative,3.0,Married,7510.0,16873.0,1.0,Y,No,17.0,3.0,2.0,80.0,1.0,10.0,1.0,3.0,10.0,9.0,0.0,9.0,90120.0,No
433,804,34.0,Travel_Rarely,121.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Female,86.0,2.0,1.0,Research Scientist,1.0,Single,4381.0,7530.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,52572.0,No
434,959,19.0,Travel_Rarely,419.0,Sales,21.0,3.0,Other,1.0,4.0,Male,37.0,2.0,1.0,Sales Representative,2.0,Single,2121.0,9947.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,25452.0,Yes
435,496,35.0,Travel_Rarely,755.0,Research & Development,9.0,4.0,Life Sciences,1.0,3.0,Male,97.0,2.0,2.0,Healthcare Representative,2.0,Single,6540.0,19394.0,9.0,Y,No,19.0,3.0,3.0,80.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0,78480.0,No
436,1839,18.0,Non-Travel,1431.0,Research & Development,14.0,3.0,Medical,1.0,2.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,1514.0,8018.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,18168.0,No
437,746,47.0,Travel_Frequently,217.0,Sales,3.0,3.0,Medical,1.0,4.0,Female,49.0,3.0,4.0,Sales Executive,3.0,Divorced,13770.0,10225.0,9.0,Y,Yes,12.0,3.0,4.0,80.0,2.0,28.0,2.0,2.0,22.0,2.0,11.0,13.0,165240.0,No
438,1547,42.0,Travel_Frequently,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Male,40.0,3.0,3.0,Healthcare Representative,4.0,Married,10124.0,18611.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,20.0,8.0,13.0,9.0,121488.0,No
439,998,33.0,Travel_Frequently,827.0,Research & Development,1.0,4.0,Other,1.0,3.0,Female,84.0,4.0,2.0,Healthcare Representative,2.0,Married,5488.0,20161.0,1.0,Y,Yes,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,5.0,1.0,2.0,65856.0,No
440,1280,46.0,Travel_Rarely,168.0,Sales,4.0,2.0,Marketing,1.0,4.0,Female,33.0,2.0,5.0,Manager,2.0,Married,18789.0,9946.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,11.0,4.0,0.0,8.0,225468.0,No
441,1255,43.0,Travel_Rarely,920.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,18625.0,3.0,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,236880.0,No
442,183,25.0,Travel_Rarely,959.0,Sales,28.0,3.0,Life Sciences,1.0,1.0,Male,41.0,2.0,2.0,Sales Executive,3.0,Married,8639.0,24835.0,2.0,Y,No,18.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,103668.0,No
443,1865,29.0,Travel_Rarely,352.0,Human Resources,6.0,1.0,Medical,1.0,4.0,Male,87.0,2.0,1.0,Human Resources,2.0,Married,2804.0,15434.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,33648.0,No
444,1703,44.0,Travel_Rarely,921.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,96.0,4.0,3.0,Healthcare Representative,4.0,Married,7879.0,14810.0,1.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,94548.0,No
445,1947,28.0,Non-Travel,1103.0,Research & Development,16.0,3.0,Medical,1.0,3.0,Male,49.0,3.0,1.0,Research Scientist,3.0,Single,2144.0,2122.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3.0,1.0,4.0,25728.0,No
446,1279,21.0,Travel_Frequently,251.0,Research & Development,10.0,2.0,Life Sciences,1.0,1.0,Female,45.0,2.0,1.0,Laboratory Technician,3.0,Single,2625.0,25308.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,31500.0,Yes
447,1409,52.0,Travel_Rarely,258.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,54.0,3.0,1.0,Laboratory Technician,1.0,Married,2950.0,17363.0,9.0,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,2.0,1.0,5.0,4.0,0.0,4.0,35400.0,No
448,262,43.0,Non-Travel,1344.0,Research & Development,7.0,3.0,Medical,1.0,4.0,Male,37.0,4.0,1.0,Research Scientist,4.0,Divorced,2089.0,5228.0,4.0,Y,No,14.0,3.0,4.0,80.0,3.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,25068.0,No
449,495,29.0,Travel_Rarely,1283.0,Research & Development,23.0,3.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Research Scientist,4.0,Single,2201.0,18168.0,9.0,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,26412.0,No
450,793,29.0,Travel_Rarely,657.0,Research & Development,27.0,3.0,Medical,1.0,2.0,Female,66.0,3.0,2.0,Healthcare Representative,3.0,Married,4335.0,25549.0,4.0,Y,No,12.0,3.0,1.0,80.0,1.0,11.0,3.0,2.0,8.0,7.0,1.0,1.0,52020.0,No
451,1460,45.0,Travel_Rarely,1038.0,Research & Development,20.0,3.0,Medical,1.0,2.0,Male,95.0,1.0,3.0,Healthcare Representative,1.0,Divorced,10851.0,19863.0,2.0,Y,Yes,18.0,3.0,2.0,80.0,1.0,24.0,2.0,3.0,7.0,7.0,0.0,7.0,130212.0,No
452,1391,51.0,Travel_Frequently,541.0,Sales,2.0,3.0,Marketing,1.0,2.0,Male,52.0,3.0,3.0,Sales Executive,2.0,Married,10596.0,15395.0,2.0,Y,No,11.0,3.0,2.0,80.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,2.0,127152.0,No
453,134,32.0,Travel_Rarely,827.0,Research & Development,1.0,1.0,Life Sciences,1.0,4.0,Male,71.0,3.0,1.0,Research Scientist,1.0,Single,2956.0,15178.0,1.0,Y,No,13.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,35472.0,No
454,1989,30.0,Travel_Rarely,911.0,Research & Development,1.0,2.0,Medical,1.0,4.0,Male,76.0,3.0,1.0,Laboratory Technician,2.0,Married,3748.0,4077.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,1.0,7.0,44976.0,No
455,119,40.0,Travel_Frequently,530.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,14115.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,162036.0,No
456,2055,50.0,Travel_Rarely,410.0,Sales,28.0,3.0,Marketing,1.0,4.0,Male,39.0,2.0,3.0,Sales Executive,1.0,Divorced,10854.0,16586.0,4.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,20.0,3.0,3.0,3.0,2.0,2.0,0.0,130248.0,Yes
457,754,43.0,Travel_Frequently,775.0,Sales,15.0,3.0,Life Sciences,1.0,4.0,Male,47.0,2.0,2.0,Sales Executive,4.0,Married,6804.0,23683.0,3.0,Y,No,18.0,3.0,3.0,80.0,1.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,81648.0,No
458,1683,44.0,Travel_Rarely,528.0,Human Resources,1.0,3.0,Life Sciences,1.0,3.0,Female,44.0,3.0,1.0,Human Resources,4.0,Divorced,3195.0,4167.0,4.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,38340.0,No
459,920,43.0,Travel_Rarely,177.0,Research & Development,8.0,3.0,Life Sciences,1.0,1.0,Female,55.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4765.0,23814.0,4.0,Y,No,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,57180.0,No
460,274,27.0,Travel_Frequently,472.0,Research & Development,1.0,1.0,Technical Degree,1.0,3.0,Male,60.0,2.0,2.0,Manufacturing Director,1.0,Married,4298.0,9679.0,5.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,51576.0,No
461,1745,30.0,Travel_Frequently,1312.0,Research & Development,2.0,4.0,Technical Degree,1.0,4.0,Female,78.0,2.0,1.0,Research Scientist,1.0,Single,4968.0,26427.0,0.0,Y,No,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,59616.0,No
462,461,38.0,Travel_Rarely,343.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,11510.0,15682.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,138120.0,No
463,1596,35.0,Travel_Rarely,750.0,Research & Development,28.0,3.0,Life Sciences,1.0,2.0,Male,46.0,4.0,2.0,Laboratory Technician,3.0,Married,3407.0,25348.0,1.0,Y,No,17.0,3.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0,40884.0,No
464,1900,48.0,Travel_Frequently,117.0,Research & Development,22.0,3.0,Medical,1.0,4.0,Female,58.0,3.0,4.0,Manager,4.0,Divorced,17174.0,2437.0,3.0,Y,No,11.0,3.0,2.0,80.0,1.0,24.0,3.0,3.0,22.0,17.0,4.0,7.0,206088.0,No
465,532,56.0,Travel_Frequently,906.0,Sales,6.0,3.0,Life Sciences,1.0,3.0,Female,86.0,4.0,4.0,Sales Executive,1.0,Married,13212.0,18256.0,9.0,Y,No,11.0,3.0,4.0,80.0,3.0,36.0,0.0,2.0,7.0,7.0,7.0,7.0,158544.0,No
466,1602,46.0,Travel_Rarely,563.0,Sales,1.0,4.0,Life Sciences,1.0,4.0,Male,56.0,4.0,4.0,Manager,1.0,Single,17567.0,3156.0,1.0,Y,No,15.0,3.0,2.0,80.0,0.0,27.0,5.0,1.0,26.0,0.0,0.0,12.0,210804.0,No
467,171,43.0,Travel_Frequently,957.0,Research & Development,28.0,3.0,Medical,1.0,2.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Single,4739.0,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,56868.0,No
468,1509,49.0,Travel_Rarely,271.0,Research & Development,3.0,2.0,Medical,1.0,3.0,Female,43.0,2.0,2.0,Laboratory Technician,1.0,Married,4789.0,23070.0,4.0,Y,No,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,3.0,2.0,1.0,2.0,57468.0,No
469,934,34.0,Travel_Rarely,546.0,Research & Development,10.0,3.0,Life Sciences,1.0,2.0,Male,83.0,3.0,1.0,Laboratory Technician,2.0,Divorced,2008.0,6896.0,1.0,Y,No,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,24096.0,No
470,1609,30.0,Travel_Rarely,241.0,Research & Development,7.0,3.0,Medical,1.0,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,25692.0,No
471,1372,55.0,Travel_Rarely,267.0,Sales,13.0,4.0,Marketing,1.0,1.0,Male,85.0,4.0,4.0,Sales Executive,3.0,Single,13695.0,9277.0,6.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,24.0,2.0,2.0,19.0,7.0,3.0,8.0,164340.0,Yes
472,369,25.0,Non-Travel,675.0,Research & Development,5.0,2.0,Life Sciences,1.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,1.0,Divorced,4000.0,18384.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,6.0,3.0,1.0,5.0,48000.0,No
473,315,29.0,Travel_Rarely,896.0,Research & Development,18.0,1.0,Medical,1.0,3.0,Male,86.0,2.0,1.0,Research Scientist,4.0,Single,2389.0,14961.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,0.0,1.0,28668.0,Yes
474,1310,39.0,Travel_Rarely,360.0,Research & Development,23.0,3.0,Medical,1.0,3.0,Male,93.0,3.0,1.0,Research Scientist,1.0,Single,3904.0,22154.0,0.0,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,2.0,0.0,3.0,46848.0,Yes
475,198,30.0,Travel_Rarely,1427.0,Research & Development,2.0,1.0,Medical,1.0,2.0,Male,35.0,2.0,1.0,Laboratory Technician,4.0,Single,2720.0,11162.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,32640.0,No
476,1264,29.0,Travel_Rarely,694.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Female,87.0,2.0,4.0,Research Director,4.0,Divorced,16124.0,3423.0,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0,193488.0,No
477,1697,60.0,Travel_Rarely,370.0,Research & Development,1.0,4.0,Medical,1.0,3.0,Male,92.0,1.0,3.0,Healthcare Representative,4.0,Divorced,10883.0,20467.0,3.0,Y,No,20.0,4.0,3.0,80.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0,130596.0,No
478,465,23.0,Travel_Rarely,1309.0,Research & Development,26.0,1.0,Life Sciences,1.0,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Divorced,2904.0,16092.0,1.0,Y,No,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,34848.0,No
